[473732.241] Initializing Lua 5.1.4
[476335.149] InGame: newInterfaceMode: 21
[476335.151] InGame: OnInterfaceModeChanged
[476335.151] InGame: oldInterfaceMode: 21
[476335.151] InGame: newInterfaceMode: 1
[476335.153] InGame: OnInterfaceModeChanged
[476335.153] InGame: oldInterfaceMode: 1
[476335.153] InGame: newInterfaceMode: 21
[476336.295] InGame: OnInterfaceModeChanged
[476336.295] InGame: oldInterfaceMode: 21
[476336.295] InGame: newInterfaceMode: 1
[476340.229] NotificationPanel: Attempt to remove unknown Notification 74
[476358.805] InGame: OnInterfaceModeChanged
[476358.805] InGame: oldInterfaceMode: 1
[476358.805] InGame: newInterfaceMode: 10
[476360.366] InGame: OnInterfaceModeChanged
[476360.367] InGame: oldInterfaceMode: 10
[476360.367] InGame: newInterfaceMode: 1
[476364.439] NotificationPanel: Attempt to remove unknown Notification 73
[476375.461] ActionInfoPanel: UI thinks that we can't end turn, but the notification system disagrees
[476378.413] InGame: OnInterfaceModeChanged
[476378.413] InGame: oldInterfaceMode: 1
[476378.413] InGame: newInterfaceMode: 21
[476378.420] InGame: OnInterfaceModeChanged
[476378.421] InGame: oldInterfaceMode: 21
[476378.421] InGame: newInterfaceMode: 1
[476378.423] InGame: OnInterfaceModeChanged
[476378.423] InGame: oldInterfaceMode: 1
[476378.423] InGame: newInterfaceMode: 21
[476380.399] InGame: OnInterfaceModeChanged
[476380.399] InGame: oldInterfaceMode: 21
[476380.399] InGame: newInterfaceMode: 1
[476383.293] InGame: OnInterfaceModeChanged
[476383.293] InGame: oldInterfaceMode: 1
[476383.293] InGame: newInterfaceMode: 10
[476385.036] InGame: OnInterfaceModeChanged
[476385.037] InGame: oldInterfaceMode: 10
[476385.037] InGame: newInterfaceMode: 1
[476394.121] TechPopup: stealingTechTargetPlayerID: -1
[476394.121] TechPopup: iValue: 0
[476395.564] NotificationPanel: Attempt to remove unknown Notification 75
[476406.841] NotificationPanel: Attempt to remove unknown Notification 79
[476428.350] NotificationPanel: Attempt to remove unknown Notification 77
[476428.351] NotificationPanel: Attempt to remove unknown Notification 76
[476428.351] NotificationPanel: Attempt to remove unknown Notification 80
[476443.474] InGame: OnInterfaceModeChanged
[476443.474] InGame: oldInterfaceMode: 1
[476443.474] InGame: newInterfaceMode: 21
[476443.477] InGame: OnInterfaceModeChanged
[476443.477] InGame: oldInterfaceMode: 21
[476443.477] InGame: newInterfaceMode: 1
[476443.483] InGame: OnInterfaceModeChanged
[476443.483] InGame: oldInterfaceMode: 1
[476443.483] InGame: newInterfaceMode: 21
[476444.950] InGame: OnInterfaceModeChanged
[476444.950] InGame: oldInterfaceMode: 21
[476444.950] InGame: newInterfaceMode: 1
[476447.384] InGame: OnInterfaceModeChanged
[476447.384] InGame: oldInterfaceMode: 1
[476447.384] InGame: newInterfaceMode: 3
[476449.928] InGame: OnInterfaceModeChanged
[476449.928] InGame: oldInterfaceMode: 3
[476449.928] InGame: newInterfaceMode: 1
[476452.868] InGame: OnInterfaceModeChanged
[476452.868] InGame: oldInterfaceMode: 1
[476452.868] InGame: newInterfaceMode: 10
[476455.213] InGame: OnInterfaceModeChanged
[476455.213] InGame: oldInterfaceMode: 10
[476455.213] InGame: newInterfaceMode: 1
[476472.983] NotificationPanel: Attempt to remove unknown Notification 81
[476472.983] NotificationPanel: Attempt to remove unknown Notification 82
[476472.985] NotificationPanel: Attempt to remove unknown Notification 78
[476492.609] InGame: OnInterfaceModeChanged
[476492.609] InGame: oldInterfaceMode: 1
[476492.609] InGame: newInterfaceMode: 21
[476492.611] InGame: OnInterfaceModeChanged
[476492.611] InGame: oldInterfaceMode: 21
[476492.611] InGame: newInterfaceMode: 1
[476492.613] InGame: OnInterfaceModeChanged
[476492.613] InGame: oldInterfaceMode: 1
[476492.613] InGame: newInterfaceMode: 21
[476494.563] InGame: OnInterfaceModeChanged
[476494.563] InGame: oldInterfaceMode: 21
[476494.564] InGame: newInterfaceMode: 1
[476512.726] NotificationPanel: Attempt to remove unknown Notification 83
[476512.727] NotificationPanel: Attempt to remove unknown Notification 84
[476527.790] InGame: OnInterfaceModeChanged
[476527.791] InGame: oldInterfaceMode: 1
[476527.791] InGame: newInterfaceMode: 21
[476527.792] InGame: OnInterfaceModeChanged
[476527.792] InGame: oldInterfaceMode: 21
[476527.792] InGame: newInterfaceMode: 1
[476527.794] InGame: OnInterfaceModeChanged
[476527.794] InGame: oldInterfaceMode: 1
[476527.794] InGame: newInterfaceMode: 21
[476528.451] InGame: OnInterfaceModeChanged
[476528.451] InGame: oldInterfaceMode: 21
[476528.451] InGame: newInterfaceMode: 1
[476540.469] OptionsMenu: Max resolution: 3360 x 2100
[476540.473] OptionsMenu: Max resolution: 3360 x 2100
[476540.631] InstalledPanel: Refreshing Mods
[476540.631] InstalledPanel: GetModBrowserListings()
[476540.633] InstalledPanel: Refreshing Mods
[476540.633] InstalledPanel: GetModBrowserListings()
